indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
43311,70107677,Company,nan,non-specified,null values,replacing all null values with non-specified
43312,67931506,Company,nan,non-specified,null values,replacing all null values with non-specified
43313,70090701,Company,nan,non-specified,null values,replacing all null values with non-specified
43314,69271080,Company,nan,non-specified,null values,replacing all null values with non-specified
43315,66751684,Company,nan,non-specified,null values,replacing all null values with non-specified
43316,66906378,Company,nan,non-specified,null values,replacing all null values with non-specified
43317,71435942,Company,nan,non-specified,null values,replacing all null values with non-specified
43318,67330691,Company,nan,non-specified,null values,replacing all null values with non-specified
43319,68263430,Company,nan,non-specified,null values,replacing all null values with non-specified
43320,68101015,Company,nan,non-specified,null values,replacing all null values with non-specified
43321,66965543,Company,nan,non-specified,null values,replacing all null values with non-specified
43322,34479775,Company,nan,non-specified,null values,replacing all null values with non-specified
43323,66596792,Company,nan,non-specified,null values,replacing all null values with non-specified
43324,70027231,Company,nan,non-specified,null values,replacing all null values with non-specified
43325,66585091,Company,nan,non-specified,null values,replacing all null values with non-specified
43326,71905971,Company,nan,non-specified,null values,replacing all null values with non-specified
43327,66751683,Company,nan,non-specified,null values,replacing all null values with non-specified
43328,67327959,Company,nan,non-specified,null values,replacing all null values with non-specified
43329,66906359,Company,nan,non-specified,null values,replacing all null values with non-specified
43330,66750772,Company,nan,non-specified,null values,replacing all null values with non-specified
43331,66965573,Company,nan,non-specified,null values,replacing all null values with non-specified
43332,68263412,Company,nan,non-specified,null values,replacing all null values with non-specified
43333,67931926,Company,nan,non-specified,null values,replacing all null values with non-specified
43334,67938915,Company,nan,non-specified,null values,replacing all null values with non-specified
43335,71190783,Company,nan,non-specified,null values,replacing all null values with non-specified
43336,68263506,Company,nan,non-specified,null values,replacing all null values with non-specified
43337,71482291,Company,nan,non-specified,null values,replacing all null values with non-specified
43338,65811317,Company,nan,non-specified,null values,replacing all null values with non-specified
43339,66750797,Company,nan,non-specified,null values,replacing all null values with non-specified
43340,68263434,Company,nan,non-specified,null values,replacing all null values with non-specified
43341,67326020,Company,nan,non-specified,null values,replacing all null values with non-specified
43342,68852367,Company,nan,non-specified,null values,replacing all null values with non-specified
